genero,title,vote_average,cast,director
Drama,the way of the gun,6.4,Benicio del Toro Ryan Phillippe Juliette Lewis James Caan Taye Diggs,Christopher McQuarrie
Thriller,the way of the gun,6.4,Benicio del Toro Ryan Phillippe Juliette Lewis James Caan Taye Diggs,Christopher McQuarrie
Comedy,igby goes down,6.5,Kieran Culkin Claire Danes Jeff Goldblum Jared Harris Amanda Peet,Burr Steers
Drama,igby goes down,6.5,Kieran Culkin Claire Danes Jeff Goldblum Jared Harris Amanda Peet,Burr Steers
Comedy,pcu,6.0,Jeremy Piven Chris Young David Spade Megan Ward Sarah Trigger,Hart Bochner
Romance,the ultimate gift,6.8,James Garner Drew Fuller Abigail Breslin Ali Hillis Bill Cobbs,Michael O. Sajbel
Drama,the ultimate gift,6.8,James Garner Drew Fuller Abigail Breslin Ali Hillis Bill Cobbs,Michael O. Sajbel
Family,the ultimate gift,6.8,James Garner Drew Fuller Abigail Breslin Ali Hillis Bill Cobbs,Michael O. Sajbel
Action,the ice pirates,5.7,Robert Urich Mary Crosby Michael D. Roberts Anjelica Huston John Matuszak,Stewart Raffill
Science,the ice pirates,5.7,Robert Urich Mary Crosby Michael D. Roberts Anjelica Huston John Matuszak,Stewart Raffill
Fiction,the ice pirates,5.7,Robert Urich Mary Crosby Michael D. Roberts Anjelica Huston John Matuszak,Stewart Raffill
Comedy,the ice pirates,5.7,Robert Urich Mary Crosby Michael D. Roberts Anjelica Huston John Matuszak,Stewart Raffill
Drama,gracie,6.0,Jesse Lee Soffer Christopher Shand Carly Schroeder Karl Girolamo Vasilios Mantagas,Davis Guggenheim
Comedy,trust the man,5.5,David Duchovny Julianne Moore Billy Crudup Maggie Gyllenhaal Justin Bartha,Bart Freundlich
Drama,trust the man,5.5,David Duchovny Julianne Moore Billy Crudup Maggie Gyllenhaal Justin Bartha,Bart Freundlich
Romance,trust the man,5.5,David Duchovny Julianne Moore Billy Crudup Maggie Gyllenhaal Justin Bartha,Bart Freundlich
Comedy,hamlet 2,6.1,Steve Coogan Catherine Keener Joseph Julian Soria Melonie Diaz Arnie Pantoja,Andrew Fleming
Music,hamlet 2,6.1,Steve Coogan Catherine Keener Joseph Julian Soria Melonie Diaz Arnie Pantoja,Andrew Fleming
Drama,velvet goldmine,6.9,Ewan McGregor Christian Bale Jonathan Rhys Meyers Janet McTeer Toni Collette,Todd Haynes
Music,velvet goldmine,6.9,Ewan McGregor Christian Bale Jonathan Rhys Meyers Janet McTeer Toni Collette,Todd Haynes
Horror,the wailing,7.2,Kwak Do-won Hwang Jung-min Chun Woo-hee Jun Kunimura Kim Hwan-hee,Na Hong-jin
Mystery,the wailing,7.2,Kwak Do-won Hwang Jung-min Chun Woo-hee Jun Kunimura Kim Hwan-hee,Na Hong-jin
Documentary,glee: the concert movie,6.8,Dianna Agron Lea Michele Gwyneth Paltrow Darren Criss Chris Colfer,Kevin Tancharoen
Music,glee: the concert movie,6.8,Dianna Agron Lea Michele Gwyneth Paltrow Darren Criss Chris Colfer,Kevin Tancharoen
Family,glee: the concert movie,6.8,Dianna Agron Lea Michele Gwyneth Paltrow Darren Criss Chris Colfer,Kevin Tancharoen
Drama,the legend of suriyothai,5.1,M.L. Piyapas Bhirombhakdi Sarunyu Wongkrachang Chatchai Plengpanich Johnny Anfone Mai Charoenpura,Chatrichalerm Yukol
Foreign,the legend of suriyothai,5.1,M.L. Piyapas Bhirombhakdi Sarunyu Wongkrachang Chatchai Plengpanich Johnny Anfone Mai Charoenpura,Chatrichalerm Yukol
History,the legend of suriyothai,5.1,M.L. Piyapas Bhirombhakdi Sarunyu Wongkrachang Chatchai Plengpanich Johnny Anfone Mai Charoenpura,Chatrichalerm Yukol
War,the legend of suriyothai,5.1,M.L. Piyapas Bhirombhakdi Sarunyu Wongkrachang Chatchai Plengpanich Johnny Anfone Mai Charoenpura,Chatrichalerm Yukol
Horror,two evil eyes,6.0,Adrienne Barbeau Harvey Keitel Ramy Zada E.G. Marshall Madeleine Potter,George A. Romero
Thriller,two evil eyes,6.0,Adrienne Barbeau Harvey Keitel Ramy Zada E.G. Marshall Madeleine Potter,George A. Romero
Comedy,barbecue,5.8,Lambert Wilson Franck Dubosc Florence Foresti Guillaume de Tonqu\u00e9dec J\u00e9r\u00f4me Commandeur,Eric Lavaine
Comedy,all or nothing,7.0,James Corden Timothy Spall Ruth Sheen Lesley Manville Sally Hawkins,Mike Leigh
Drama,all or nothing,7.0,James Corden Timothy Spall Ruth Sheen Lesley Manville Sally Hawkins,Mike Leigh
Drama,princess kaiulani,4.8,Q'orianka Kilcher Barry Pepper Will Patton Jimmy Yuill Shaun Evans,Marc Forby
Drama,opal dream,6.1,Sapphire Boyce Christian Byers Vince Colosimo Jacqueline McKenzie Robert Morgan,Peter Cattaneo
Family,opal dream,6.1,Sapphire Boyce Christian Byers Vince Colosimo Jacqueline McKenzie Robert Morgan,Peter Cattaneo
Foreign,opal dream,6.1,Sapphire Boyce Christian Byers Vince Colosimo Jacqueline McKenzie Robert Morgan,Peter Cattaneo
Crime,flame & citron,6.8,Thure Lindhardt Mads Mikkelsen Stine Stengade Peter Mygind Mille Lehfeldt,Ole Christian Madsen
Drama,flame & citron,6.8,Thure Lindhardt Mads Mikkelsen Stine Stengade Peter Mygind Mille Lehfeldt,Ole Christian Madsen
History,flame & citron,6.8,Thure Lindhardt Mads Mikkelsen Stine Stengade Peter Mygind Mille Lehfeldt,Ole Christian Madsen
War,flame & citron,6.8,Thure Lindhardt Mads Mikkelsen Stine Stengade Peter Mygind Mille Lehfeldt,Ole Christian Madsen
Comedy,undiscovered,4.5,Kip Pardue Carrie Fisher Shannyn Sossamon Pell James Steven Strait,Meiert Avis
Romance,undiscovered,4.5,Kip Pardue Carrie Fisher Shannyn Sossamon Pell James Steven Strait,Meiert Avis
Thriller,red riding: in the year of our lord 1974,7.0,Andrew Garfield David Morrissey John Henshaw Anthony Flanagan Warren Clarke,Julian Jarrold
Mystery,red riding: in the year of our lord 1974,7.0,Andrew Garfield David Morrissey John Henshaw Anthony Flanagan Warren Clarke,Julian Jarrold
Crime,red riding: in the year of our lord 1974,7.0,Andrew Garfield David Morrissey John Henshaw Anthony Flanagan Warren Clarke,Julian Jarrold
Drama,red riding: in the year of our lord 1974,7.0,Andrew Garfield David Morrissey John Henshaw Anthony Flanagan Warren Clarke,Julian Jarrold
Drama,the girl on the train,5.6,Michel Blanc Catherine Deneuve \u00c9milie Dequenne Nicolas Duvauchelle Mathieu Demy,Andr\u00e9 T\u00e9chin\u00e9
Romance,the girl on the train,5.6,Michel Blanc Catherine Deneuve \u00c9milie Dequenne Nicolas Duvauchelle Mathieu Demy,Andr\u00e9 T\u00e9chin\u00e9
Drama,veronika decides to die,5.8,Sarah Michelle Gellar David Thewlis Jonathan Tucker Erika Christensen Melissa Leo,Emily Young
Romance,veronika decides to die,5.8,Sarah Michelle Gellar David Thewlis Jonathan Tucker Erika Christensen Melissa Leo,Emily Young
Adventure,crocodile dundee,6.3,Paul Hogan Linda Kozlowski Mark Blum David Gulpilil Michael Lombard,Peter Faiman
Comedy,crocodile dundee,6.3,Paul Hogan Linda Kozlowski Mark Blum David Gulpilil Michael Lombard,Peter Faiman
Animation,"ultramarines: a warhammer 40,000 movie",5.2,Terence Stamp John Hurt Sean Pertwee Steven Waddington Donald Sumpter,Martyn Pick
Science,"ultramarines: a warhammer 40,000 movie",5.2,Terence Stamp John Hurt Sean Pertwee Steven Waddington Donald Sumpter,Martyn Pick
Fiction,"ultramarines: a warhammer 40,000 movie",5.2,Terence Stamp John Hurt Sean Pertwee Steven Waddington Donald Sumpter,Martyn Pick
Thriller,the i inside,5.9,Ryan Phillippe Sarah Polley Piper Perabo Robert Sean Leonard Stephen Rea,Roland Suso Richter
Mystery,the i inside,5.9,Ryan Phillippe Sarah Polley Piper Perabo Robert Sean Leonard Stephen Rea,Roland Suso Richter
Science,the i inside,5.9,Ryan Phillippe Sarah Polley Piper Perabo Robert Sean Leonard Stephen Rea,Roland Suso Richter
Fiction,the i inside,5.9,Ryan Phillippe Sarah Polley Piper Perabo Robert Sean Leonard Stephen Rea,Roland Suso Richter
Drama,beneath hill 60,7.3,Brendan Cowell Harrison Gilbertson Steve Le Marquand Gyton Grantley Alan Dukes,Jeremy Sims
History,beneath hill 60,7.3,Brendan Cowell Harrison Gilbertson Steve Le Marquand Gyton Grantley Alan Dukes,Jeremy Sims
War,beneath hill 60,7.3,Brendan Cowell Harrison Gilbertson Steve Le Marquand Gyton Grantley Alan Dukes,Jeremy Sims
Drama,polisse,7.9,Karin Viard JoeyStarr Marina Fo\u00efs Nicolas Duvauchelle Ma\u00efwenn,Ma\u00efwenn
Thriller,awake,6.3,Hayden Christensen Jessica Alba Terrence Howard Lena Olin Charlie Hewson,Joby Harold
Crime,awake,6.3,Hayden Christensen Jessica Alba Terrence Howard Lena Olin Charlie Hewson,Joby Harold
Mystery,awake,6.3,Hayden Christensen Jessica Alba Terrence Howard Lena Olin Charlie Hewson,Joby Harold
Action,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Adventure,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Animation,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Fantasy,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Science,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Fiction,star wars: clone wars: volume 1,8.0,Tom Kane Corey Burton Mat Lucas James Arnold Taylor Andr\u00e9 Sogliuzzo,Genndy Tartakovsky
Thriller,skin trade,5.6,Dolph Lundgren Tony Jaa Ron Perlman Celina Jade Michael Jai White,Ekachai Uekrongtham
Action,skin trade,5.6,Dolph Lundgren Tony Jaa Ron Perlman Celina Jade Michael Jai White,Ekachai Uekrongtham
Drama,skin trade,5.6,Dolph Lundgren Tony Jaa Ron Perlman Celina Jade Michael Jai White,Ekachai Uekrongtham
Horror,the lost boys,6.8,Jason Patric Corey Haim Corey Feldman Dianne Wiest Kiefer Sutherland,Joel Schumacher
Comedy,the lost boys,6.8,Jason Patric Corey Haim Corey Feldman Dianne Wiest Kiefer Sutherland,Joel Schumacher
Drama,crazy heart,6.8,Jeff Bridges Maggie Gyllenhaal Colin Farrell Robert Duvall Paul Herman,Scott Cooper
Music,crazy heart,6.8,Jeff Bridges Maggie Gyllenhaal Colin Farrell Robert Duvall Paul Herman,Scott Cooper
Romance,crazy heart,6.8,Jeff Bridges Maggie Gyllenhaal Colin Farrell Robert Duvall Paul Herman,Scott Cooper
Drama,the rose,6.8,Bette Midler Alan Bates Frederic Forrest Harry Dean Stanton David Keith,Mark Rydell
Music,the rose,6.8,Bette Midler Alan Bates Frederic Forrest Harry Dean Stanton David Keith,Mark Rydell
Romance,the rose,6.8,Bette Midler Alan Bates Frederic Forrest Harry Dean Stanton David Keith,Mark Rydell
Comedy,baggage claim,5.6,Paula Patton Adam Brody Djimon Hounsou Taye Diggs Christina Milian,David E. Talbert
Science,barbarella,5.7,Jane Fonda John Phillip Law Anita Pallenberg Marcel Marceau Claude Dauphin,Roger Vadim
Fiction,barbarella,5.7,Jane Fonda John Phillip Law Anita Pallenberg Marcel Marceau Claude Dauphin,Roger Vadim
Adventure,shipwrecked,6.1,Stian Smestad Gabriel Byrne Louisa Milwood-Haigh Bj\u00f8rn Sundquist Joachim Rafaelsen,Nils Gaup
Family,shipwrecked,6.1,Stian Smestad Gabriel Byrne Louisa Milwood-Haigh Bj\u00f8rn Sundquist Joachim Rafaelsen,Nils Gaup
Comedy,election,6.7,Matthew Broderick Reese Witherspoon Chris Klein Jessica Campbell Mark Harelik,Alexander Payne
Drama,the namesake,6.8,Kal Penn Tabu Irrfan Khan Sahira Nair Jacinda Barrett,Mira Nair
Romance,the duff,6.8,Mae Whitman Robbie Amell Bella Thorne Bianca A. Santos Skyler Samuels,Ari Sandel
Comedy,the duff,6.8,Mae Whitman Robbie Amell Bella Thorne Bianca A. Santos Skyler Samuels,Ari Sandel
Drama,glitter,3.4,Mariah Carey Max Beesley Terrence Howard Valarie Pettiford Padma Lakshmi,Vondie Curtis-Hall
Romance,glitter,3.4,Mariah Carey Max Beesley Terrence Howard Valarie Pettiford Padma Lakshmi,Vondie Curtis-Hall
Horror,the haunting in connecticut 2: ghosts of georgia,5.6,Chad Michael Murray Katee Sackhoff Abigail Spencer Cicely Tyson Emily Alyn Lind,Tom Elkins
Drama,the haunting in connecticut 2: ghosts of georgia,5.6,Chad Michael Murray Katee Sackhoff Abigail Spencer Cicely Tyson Emily Alyn Lind,Tom Elkins
Thriller,the haunting in connecticut 2: ghosts of georgia,5.6,Chad Michael Murray Katee Sackhoff Abigail Spencer Cicely Tyson Emily Alyn Lind,Tom Elkins
Action,silmido,6.6,Sol Kyung-gu Heo Jun-ho Ahn Sung-Ki Jung Jae-young Im Won-hee,Kang Woo-Suk
Drama,silmido,6.6,Sol Kyung-gu Heo Jun-ho Ahn Sung-Ki Jung Jae-young Im Won-hee,Kang Woo-Suk
History,silmido,6.6,Sol Kyung-gu Heo Jun-ho Ahn Sung-Ki Jung Jae-young Im Won-hee,Kang Woo-Suk
Drama,bright star,6.8,Abbie Cornish Ben Whishaw Paul Schneider Kerry Fox Edie Martin,Jane Campion
Romance,bright star,6.8,Abbie Cornish Ben Whishaw Paul Schneider Kerry Fox Edie Martin,Jane Campion
Drama,my name is khan,7.7,Shah Rukh Khan Kajol Jimmy Shergill Zarina Wahab Tanay Chheda,Karan Johar
Romance,my name is khan,7.7,Shah Rukh Khan Kajol Jimmy Shergill Zarina Wahab Tanay Chheda,Karan Johar
Action,all is lost,6.6,Robert Redford,J.C. Chandor
Adventure,all is lost,6.6,Robert Redford,J.C. Chandor
Drama,all is lost,6.6,Robert Redford,J.C. Chandor
Adventure,limbo,7.0,Mary Elizabeth Mastrantonio David Strathairn Vanessa Martinez Kris Kristofferson,John Sayles
Drama,limbo,7.0,Mary Elizabeth Mastrantonio David Strathairn Vanessa Martinez Kris Kristofferson,John Sayles
Thriller,limbo,7.0,Mary Elizabeth Mastrantonio David Strathairn Vanessa Martinez Kris Kristofferson,John Sayles
Drama,namastey london,6.6,Akshay Kumar Katrina Kaif Rishi Kapoor Clive Standen Upen Patel,Vipul Amrutlal Shah
Foreign,namastey london,6.6,Akshay Kumar Katrina Kaif Rishi Kapoor Clive Standen Upen Patel,Vipul Amrutlal Shah
Romance,namastey london,6.6,Akshay Kumar Katrina Kaif Rishi Kapoor Clive Standen Upen Patel,Vipul Amrutlal Shah
Drama,the wind that shakes the barley,7.1,Cillian Murphy P\u00e1draic Delaney Liam Cunningham Orla Fitzgerald Gerard Kearney,Ken Loach
History,the wind that shakes the barley,7.1,Cillian Murphy P\u00e1draic Delaney Liam Cunningham Orla Fitzgerald Gerard Kearney,Ken Loach
War,the wind that shakes the barley,7.1,Cillian Murphy P\u00e1draic Delaney Liam Cunningham Orla Fitzgerald Gerard Kearney,Ken Loach
Romance,yeh jawaani hai deewani,7.2,Ranbir Kapoor Deepika Padukone Kalki Koechlin Aditya Roy Kapoor Kunaal Roy Kapur,Ayan Mukherjee
Drama,quo vadis,7.0,Robert Taylor Deborah Kerr Leo Genn Peter Ustinov Patricia Laffan,Mervyn LeRoy
History,quo vadis,7.0,Robert Taylor Deborah Kerr Leo Genn Peter Ustinov Patricia Laffan,Mervyn LeRoy
Romance,quo vadis,7.0,Robert Taylor Deborah Kerr Leo Genn Peter Ustinov Patricia Laffan,Mervyn LeRoy
Horror,repo! the genetic opera,6.7,Alexa PenaVega Paul Sorvino Anthony Stewart Head Sarah Brightman Paris Hilton,Darren Lynn Bousman
Comedy,repo! the genetic opera,6.7,Alexa PenaVega Paul Sorvino Anthony Stewart Head Sarah Brightman Paris Hilton,Darren Lynn Bousman
Music,repo! the genetic opera,6.7,Alexa PenaVega Paul Sorvino Anthony Stewart Head Sarah Brightman Paris Hilton,Darren Lynn Bousman
Science,repo! the genetic opera,6.7,Alexa PenaVega Paul Sorvino Anthony Stewart Head Sarah Brightman Paris Hilton,Darren Lynn Bousman
Fiction,repo! the genetic opera,6.7,Alexa PenaVega Paul Sorvino Anthony Stewart Head Sarah Brightman Paris Hilton,Darren Lynn Bousman
Adventure,valley of the wolves: iraq,4.3,Muhammed Necati \u015ea\u015fmaz Billy Zane Ghassan Massoud Gurkan Uygun Berg\u00fczar Korel,Serdar Akar
Drama,valley of the wolves: iraq,4.3,Muhammed Necati \u015ea\u015fmaz Billy Zane Ghassan Massoud Gurkan Uygun Berg\u00fczar Korel,Serdar Akar
Action,valley of the wolves: iraq,4.3,Muhammed Necati \u015ea\u015fmaz Billy Zane Ghassan Massoud Gurkan Uygun Berg\u00fczar Korel,Serdar Akar
Thriller,pulp fiction,8.3,John Travolta Samuel L. Jackson Uma Thurman Bruce Willis Ving Rhames,Quentin Tarantino
Crime,pulp fiction,8.3,John Travolta Samuel L. Jackson Uma Thurman Bruce Willis Ving Rhames,Quentin Tarantino
Adventure,the muppet movie,7.0,Jim Henson Frank Oz Jerry Nelson Richard Hunt Dave Goelz,James Frawley
Comedy,the muppet movie,7.0,Jim Henson Frank Oz Jerry Nelson Richard Hunt Dave Goelz,James Frawley
Family,the muppet movie,7.0,Jim Henson Frank Oz Jerry Nelson Richard Hunt Dave Goelz,James Frawley
Crime,nightcrawler,7.6,Jake Gyllenhaal Rene Russo Riz Ahmed Bill Paxton Kevin Rahm,Dan Gilroy
Drama,nightcrawler,7.6,Jake Gyllenhaal Rene Russo Riz Ahmed Bill Paxton Kevin Rahm,Dan Gilroy
Thriller,nightcrawler,7.6,Jake Gyllenhaal Rene Russo Riz Ahmed Bill Paxton Kevin Rahm,Dan Gilroy
Comedy,club dread,5.1,Kevin Heffernan Jay Chandrasekhar Paul Soter Erik Stolhanske Tanja Reichert,Jay Chandrasekhar
Horror,club dread,5.1,Kevin Heffernan Jay Chandrasekhar Paul Soter Erik Stolhanske Tanja Reichert,Jay Chandrasekhar
Drama,the sound of music,7.4,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood,Robert Wise
Family,the sound of music,7.4,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood,Robert Wise
Music,the sound of music,7.4,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood,Robert Wise
Romance,the sound of music,7.4,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood,Robert Wise
Comedy,splash,6.1,Tom Hanks Daryl Hannah Eugene Levy John Candy Dody Goodman,Ron Howard
Fantasy,splash,6.1,Tom Hanks Daryl Hannah Eugene Levy John Candy Dody Goodman,Ron Howard
Romance,splash,6.1,Tom Hanks Daryl Hannah Eugene Levy John Candy Dody Goodman,Ron Howard
Comedy,little miss sunshine,7.5,Greg Kinnear Toni Collette Steve Carell Paul Dano Abigail Breslin,Jonathan Dayton
Drama,little miss sunshine,7.5,Greg Kinnear Toni Collette Steve Carell Paul Dano Abigail Breslin,Jonathan Dayton
Crime,stand by me,7.8,Wil Wheaton River Phoenix Corey Feldman Jerry O'Connell Kiefer Sutherland,Rob Reiner
Drama,stand by me,7.8,Wil Wheaton River Phoenix Corey Feldman Jerry O'Connell Kiefer Sutherland,Rob Reiner
Horror,28 days later,7.1,Cillian Murphy Naomie Harris Noah Huntley Christopher Dunne Emma Hitching,Danny Boyle
Thriller,28 days later,7.1,Cillian Murphy Naomie Harris Noah Huntley Christopher Dunne Emma Hitching,Danny Boyle
Science,28 days later,7.1,Cillian Murphy Naomie Harris Noah Huntley Christopher Dunne Emma Hitching,Danny Boyle
Fiction,28 days later,7.1,Cillian Murphy Naomie Harris Noah Huntley Christopher Dunne Emma Hitching,Danny Boyle
Drama,you got served,4.8,Marques Houston Omarion J-Boog Lil' Fizz Raz B,Chris Stokes
Crime,escape from alcatraz,7.2,Clint Eastwood Patrick McGoohan Roberts Blossom Jack Thibeau Fred Ward,Don Siegel
Drama,escape from alcatraz,7.2,Clint Eastwood Patrick McGoohan Roberts Blossom Jack Thibeau Fred Ward,Don Siegel
Comedy,brown sugar,7.0,Sanaa Lathan Taye Diggs Yasiin Bey Queen Latifah Nicole Ari Parker,Rick Famuyiwa
Romance,brown sugar,7.0,Sanaa Lathan Taye Diggs Yasiin Bey Queen Latifah Nicole Ari Parker,Rick Famuyiwa
Comedy,a thin line between love and hate,5.7,Lynn Whitfield Martin Lawrence Regina King Della Reese Bobby Brown,Martin Lawrence
Thriller,a thin line between love and hate,5.7,Lynn Whitfield Martin Lawrence Regina King Della Reese Bobby Brown,Martin Lawrence
Crime,a thin line between love and hate,5.7,Lynn Whitfield Martin Lawrence Regina King Della Reese Bobby Brown,Martin Lawrence
Romance,a thin line between love and hate,5.7,Lynn Whitfield Martin Lawrence Regina King Della Reese Bobby Brown,Martin Lawrence
Comedy,50/50,7.0,Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard Anjelica Huston,Jonathan Levine
Drama,50/50,7.0,Joseph Gordon-Levitt Seth Rogen Anna Kendrick Bryce Dallas Howard Anjelica Huston,Jonathan Levine
Horror,shutter,5.3,Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro,Masayuki Ochiai
Mystery,shutter,5.3,Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro,Masayuki Ochiai
Thriller,shutter,5.3,Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro,Masayuki Ochiai
Comedy,that awkward moment,6.1,Zac Efron Miles Teller Michael B. Jordan Imogen Poots Mackenzie Davis,Tom Gormican
Romance,that awkward moment,6.1,Zac Efron Miles Teller Michael B. Jordan Imogen Poots Mackenzie Davis,Tom Gormican
Comedy,modern problems,5.6,Chevy Chase Patti D'Arbanville Dabney Coleman Mary Kay Place Nell Carter,Ken Shapiro
Adventure,kicks,7.5,Mahershala Ali Kofi Siriboe Christopher Meyer Natalie Stephany Aguilar Christopher Jordan Wallace,Justin Tipping
Drama,much ado about nothing,7.2,Kenneth Branagh Richard Briers Michael Keaton Robert Sean Leonard Keanu Reeves,Kenneth Branagh
Comedy,much ado about nothing,7.2,Kenneth Branagh Richard Briers Michael Keaton Robert Sean Leonard Keanu Reeves,Kenneth Branagh
Romance,much ado about nothing,7.2,Kenneth Branagh Richard Briers Michael Keaton Robert Sean Leonard Keanu Reeves,Kenneth Branagh
Adventure,on her majesty's secret service,6.5,George Lazenby Diana Rigg Telly Savalas Gabriele Ferzetti Ilse Steppat,Peter R. Hunt
Action,on her majesty's secret service,6.5,George Lazenby Diana Rigg Telly Savalas Gabriele Ferzetti Ilse Steppat,Peter R. Hunt
Thriller,on her majesty's secret service,6.5,George Lazenby Diana Rigg Telly Savalas Gabriele Ferzetti Ilse Steppat,Peter R. Hunt
Horror,new nightmare,6.4,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven
Thriller,new nightmare,6.4,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven
Mystery,new nightmare,6.4,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven
Fantasy,new nightmare,6.4,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven
Drama,drive me crazy,5.8,Melissa Joan Hart Stephen Collins Adrian Grenier Susan May Pratt Ali Larter,John Schultz
Comedy,drive me crazy,5.8,Melissa Joan Hart Stephen Collins Adrian Grenier Susan May Pratt Ali Larter,John Schultz
Romance,drive me crazy,5.8,Melissa Joan Hart Stephen Collins Adrian Grenier Susan May Pratt Ali Larter,John Schultz
Family,drive me crazy,5.8,Melissa Joan Hart Stephen Collins Adrian Grenier Susan May Pratt Ali Larter,John Schultz
Drama,akeelah and the bee,6.7,Keke Palmer Laurence Fishburne Angela Bassett Curtis Armstrong J.R. Villarreal,Doug Atchison
Comedy,half baked,6.4,Dave Chappelle Tommy Chong Harland Williams Guillermo D\u00edaz Jim Breuer,Tamra Davis
Crime,half baked,6.4,Dave Chappelle Tommy Chong Harland Williams Guillermo D\u00edaz Jim Breuer,Tamra Davis
Comedy,new in town,5.2,Ren\u00e9e Zellweger Harry Connick Jr. J.K. Simmons Siobhan Fallon Mike O'Brien,Jonas Elmer
Thriller,american psycho,7.3,Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis,Mary Harron
Drama,american psycho,7.3,Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis,Mary Harron
Crime,american psycho,7.3,Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis,Mary Harron
Drama,the good girl,6.1,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel John C. Reilly Deborah Rush,Miguel Arteta
Comedy,the good girl,6.1,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel John C. Reilly Deborah Rush,Miguel Arteta
Romance,the good girl,6.1,Jennifer Aniston Jake Gyllenhaal Zooey Deschanel John C. Reilly Deborah Rush,Miguel Arteta
Action,bon cop bad cop,6.5,Patrick Huard Colm Feore Michel Beaudry Patrice B\u00e9langer Hugolin Chevrette-Landesque,Erik Canuel
Comedy,bon cop bad cop,6.5,Patrick Huard Colm Feore Michel Beaudry Patrice B\u00e9langer Hugolin Chevrette-Landesque,Erik Canuel
Crime,bon cop bad cop,6.5,Patrick Huard Colm Feore Michel Beaudry Patrice B\u00e9langer Hugolin Chevrette-Landesque,Erik Canuel
Action,the boondock saints ii: all saints day,5.9,Sean Patrick Flanery Norman Reedus Billy Connolly Clifton Collins Jr Julie Benz,Troy Duffy
Thriller,the boondock saints ii: all saints day,5.9,Sean Patrick Flanery Norman Reedus Billy Connolly Clifton Collins Jr Julie Benz,Troy Duffy
Crime,the boondock saints ii: all saints day,5.9,Sean Patrick Flanery Norman Reedus Billy Connolly Clifton Collins Jr Julie Benz,Troy Duffy
Drama,the city of your final destination,5.7,Nicholas Blandullo Sofia Viruboff Omar Metwally Alexandra Maria Lara Charlotte Gainsbourg,James Ivory
Comedy,enough said,6.6,Julia Louis-Dreyfus Catherine Keener James Gandolfini Toni Collette Ben Falcone,Nicole Holofcener
Drama,enough said,6.6,Julia Louis-Dreyfus Catherine Keener James Gandolfini Toni Collette Ben Falcone,Nicole Holofcener
Romance,enough said,6.6,Julia Louis-Dreyfus Catherine Keener James Gandolfini Toni Collette Ben Falcone,Nicole Holofcener
Comedy,easy a,6.7,Emma Stone Stanley Tucci Amanda Bynes Cam Gigandet Lisa Kudrow,Will Gluck
Comedy,the inkwell,3.9,Larenz Tate Joe Morton Suzzanne Douglas Glynn Turman Vanessa Bell Calloway,Matty Rich
Drama,the inkwell,3.9,Larenz Tate Joe Morton Suzzanne Douglas Glynn Turman Vanessa Bell Calloway,Matty Rich
Romance,the inkwell,3.9,Larenz Tate Joe Morton Suzzanne Douglas Glynn Turman Vanessa Bell Calloway,Matty Rich
Drama,shadow of the vampire,6.6,John Malkovich Willem Dafoe Udo Kier Cary Elwes Catherine McCormack,E. Elias Merhige
Horror,shadow of the vampire,6.6,John Malkovich Willem Dafoe Udo Kier Cary Elwes Catherine McCormack,E. Elias Merhige
Comedy,prom,5.7,Aimee Teegarden Thomas McDonell Nicholas Braun Faith Ford Danielle Campbell,Joe Nussbaum
Comedy,the pallbearer,4.6,David Schwimmer Gwyneth Paltrow Michael Rapaport Toni Collette Carol Kane,Matt Reeves
